department_name,course_name,semester_year,term_name,course_code,student_id_count,high_school_gpa_mean
Music and Performing Arts,The Power of Mircoeconomics,2015,Fall,ECON-8200,1,2.84
Aeronautics,The Power of Mircoeconomics,2015,Fall,ECON-8200,1,3.13
Anthropology,The Power of Mircoeconomics,2015,Fall,ECON-8200,1,3.64
Computer Science,The Power of Mircoeconomics,2014,Fall,ECON-8200,1,3.62
Economics and Finance,World Economic History Before the Industrial Revolution,2017,Fall,ECON-8400,7,3.112857143
Film,World Economic History Before the Industrial Revolution,2016,Fall,ECON-8400,1,2.6
Data Science,Everyday Parenting: The ABCs of Child Rearing,2018,Fall,PERS-0300,1,2.45
Engineering,Everyday Parenting: The ABCs of Child Rearing,2015,Fall,PERS-0300,1,3.6
Chemistry,Everyday Parenting: The ABCs of Child Rearing,2020,Fall,PERS-0300,2,3.26
Computer Science,Everyday Parenting: The ABCs of Child Rearing,2018,Fall,PERS-0300,1,2.91
Aeronautics,Everyday Parenting: The ABCs of Child Rearing,2017,Fall,PERS-0300,1,2.98
Aeronautics,Positive Psychology: Resilience Skills,2018,Fall,PERS-1000,1,2.82
Religion,Positive Psychology: Resilience Skills,2017,Fall,PERS-1000,1,2.97
Music and Performing Arts,Positive Psychology: Resilience Skills,2019,Fall,PERS-1000,1,3.91
Architecture,The Arts and Science of Relationships: Understanding Human Needs,2019,Fall,PERS-1100,1,3.39
Personal Development,The Arts and Science of Relationships: Understanding Human Needs,2019,Fall,PERS-1100,14,3.278571429
Religion,The Arts and Science of Relationships: Understanding Human Needs,2014,Fall,PERS-1100,1,3.42
Data Science,The Arts and Science of Relationships: Understanding Human Needs,2015,Fall,PERS-1100,1,2.89
Psychology and Neuroscience,The Arts and Science of Relationships: Understanding Human Needs,2020,Fall,PERS-1100,1,3.74
Geography,The Arts and Science of Relationships: Understanding Human Needs,2017,Fall,PERS-1100,1,3.88
Physics,The Arts and Science of Relationships: Understanding Human Needs,2018,Fall,PERS-1100,1,2.84
Health,The Arts and Science of Relationships: Understanding Human Needs,2019,Fall,PERS-1100,1,3.14
Personal Development,The Science of Well-Being,2018,Fall,PERS-1200,29,3.133103448
Sociology,The Science of Well-Being,2017,Fall,PERS-1200,1,2.49
Media Studies,Animation Basics,2020,Fall,MEDI-0100,15,3.316
Sociology,Animation Basics,2018,Fall,MEDI-0100,1,2.82
Political Science,Animation Basics,2020,Fall,MEDI-0100,1,3.34
Law,Animation Basics,2017,Fall,MEDI-0100,1,3.45
Business,Animation Basics,2017,Fall,MEDI-0100,1,2.92
Architecture,Free Music Courses (Multiple Offerings),2015,Fall,MUSI-0300,1,3.69
Design,Free Music Courses (Multiple Offerings),2018,Fall,MUSI-0300,1,2.71
Economics and Finance,Free Music Courses (Multiple Offerings),2018,Fall,MUSI-0300,1,3.04
Religion,The Language of Music,2015,Fall,MUSI-1300,1,3.35
Classics,The Language of Music,2016,Fall,MUSI-1300,1,3.02
Computer Science,The Language of Music,2017,Fall,MUSI-1300,1,3.01
World Languages,The Language of Music,2018,Fall,MUSI-1300,1,2.99
Political Science,The Language of Music,2014,Fall,MUSI-1300,1,3.48
Art,Hannibal,2019,Fall,ARHY-0200,1,3.39
Literature,Hannibal,2015,Fall,ARHY-0200,1,2.82
Literature,Hannibal,2020,Fall,ARHY-0200,1,3.1
Political Science,Hannibal,2017,Fall,ARHY-0200,1,3.08
Personal Development,Out of the Past,2016,Fall,ARHY-0500,1,3.65
Personal Development,Out of the Past,2014,Fall,ARHY-0500,1,3.22
Psychology and Neuroscience,Out of the Past,2018,Fall,ARHY-0500,1,3.36
Anthropology,Out of the Past,2014,Fall,ARHY-0500,2,3.235
Communication,Making Architecture,2018,Fall,ARCH-1300,1,3.48
Art,Digital Photography,2016,Fall,ARTC-0200,22,3.150909091
Personal Development,Digital Photography,2018,Fall,ARTC-0200,2,3.09
Art,Digital Photography,2018,Fall,ARTC-0200,16,3.0875
Art,Digital Photography,2015,Fall,ARTC-0200,15,3.350666667
Business,Digital Photography,2019,Fall,ARTC-0200,1,3.42
Classics,Digital Photography,2017,Fall,ARTC-0200,2,3.025
Geography,Digital Photography,2020,Fall,ARTC-0200,1,3.18
Music and Performing Arts,Digital Photography,2015,Fall,ARTC-0200,1,3.41
Geography,Digital Photography,2017,Fall,ARTC-0200,1,3.16
Art,Photography,2014,Fall,ARTC-1800,20,3.2045
Sociology,Photography,2018,Fall,ARTC-1800,1,2.62
Biology,Photography,2016,Fall,ARTC-1800,1,3
Law,Photography,2017,Fall,ARTC-1800,1,2.88
Biology,Photography,2015,Fall,ARTC-1800,1,3.18
Communication,Astrobiology and Space Exploration,2016,Fall,ASTR-0100,2,3.24
Astronomy,Life in the Universe,2019,Fall,ASTR-1500,20,3.2005
Philosophy,Life in the Universe,2019,Fall,ASTR-1500,1,3.29
Biology,Biophotonics,2015,Fall,BIOL-1500,5,3.178
Film,Biophotonics,2018,Fall,BIOL-1500,1,3.44
Biology,Biophotonics,2020,Fall,BIOL-1500,6,3.445
Music and Performing Arts,Biophotonics,2014,Fall,BIOL-1500,1,3.15
Design,Biophotonics,2020,Fall,BIOL-1500,1,2.84
Political Science,Biophotonics,2017,Fall,BIOL-1500,1,3.52
Aeronautics,Biophotonics,2019,Fall,BIOL-1500,1,3.54
Film,Cardiovascular Grand Rounds,2019,Fall,BIOL-1900,1,3.23
Biology,Cardiovascular Grand Rounds,2018,Fall,BIOL-1900,6,3.325
Personal Development,Cardiovascular Grand Rounds,2018,Fall,BIOL-1900,2,3.295
Architecture,Cardiovascular Grand Rounds,2016,Fall,BIOL-1900,1,3.32
Biology,Cardiovascular Grand Rounds,2020,Fall,BIOL-1900,3,3.24
Biology,Genetic Engineering in Medicine Agriculture and Law,2017,Fall,BIOL-5000,3,3.153333333
Law,Genetic Engineering in Medicine Agriculture and Law,2016,Fall,BIOL-5000,2,2.98
Engineering,Hacking Consciousness: Consciousness Cognition and the Brain,2016,Fall,BIOL-5800,1,3.02
Law,Hacking Consciousness: Consciousness Cognition and the Brain,2014,Fall,BIOL-5800,1,2.82
Chemistry,General Chemistry for Engineers,2020,Fall,CHEM-1600,15,3.254
World Languages,General Chemistry for Engineers,2016,Fall,CHEM-1600,1,2.65
Music and Performing Arts,General Chemistry for Engineers,2017,Fall,CHEM-1600,1,3.51
Geography,General Chemistry for Engineers,2016,Fall,CHEM-1600,1,3.38
Architecture,Freedom of Speech and the Press,2015,Fall,COMM-0800,1,3.13
Political Science,Freedom of Speech and the Press,2019,Fall,COMM-0800,1,2.32
Health,Freedom of Speech and the Press,2015,Fall,COMM-0800,1,3.21
Design,Digital Design,2016,Fall,DESI-0400,21,3.329047619
Design,Digital Design,2017,Fall,DESI-0400,15,3.402
Film,Digital Design,2020,Fall,DESI-0400,1,3.95
Political Science,Digital Design,2020,Fall,DESI-0400,1,3.34
Sociology,Digital Design,2017,Fall,DESI-0400,2,3.095
Communication,Digital Design,2017,Fall,DESI-0400,1,3.5
Political Science,Ideas from the History of Graphic Design,2014,Fall,DESI-0700,1,3.15
Geography,Ideas from the History of Graphic Design,2016,Fall,DESI-0700,1,3.01
Astronomy,Ideas from the History of Graphic Design,2014,Fall,DESI-0700,1,2.69
Architecture,Ideas from the History of Graphic Design,2016,Fall,DESI-0700,1,2.91
Law,Finding Purpose and Meaning In Life: Living for What Matters Most,2018,Fall,HEAL-0800,1,3.4
Literature,Finding Purpose and Meaning In Life: Living for What Matters Most,2014,Fall,HEAL-0800,1,3
Architecture,Finding Purpose and Meaning In Life: Living for What Matters Most,2018,Fall,HEAL-0800,1,3.35
Personal Development,Finding Purpose and Meaning In Life: Living for What Matters Most,2015,Fall,HEAL-0800,1,3.62
Business,Finding Purpose and Meaning In Life: Living for What Matters Most,2016,Fall,HEAL-0800,1,3.17
Geography,Finding Purpose and Meaning In Life: Living for What Matters Most,2016,Fall,HEAL-0800,1,3.38
Health,Talking About Cancer: Reducing Risk Early Detection and Mythbusting,2014,Fall,HEAL-1900,20,3.0825
Film,Talking About Cancer: Reducing Risk Early Detection and Mythbusting,2015,Fall,HEAL-1900,1,3.31
Computer Science,Talking About Cancer: Reducing Risk Early Detection and Mythbusting,2019,Fall,HEAL-1900,1,3.29
History,Australian Aboriginal History,2015,Fall,HIST-1500,5,3.154
Chemistry,Australian Aboriginal History,2019,Fall,HIST-1500,1,3.42
Aeronautics,Australian Aboriginal History,2020,Fall,HIST-1500,1,3.57
Aeronautics,Australian Aboriginal History,2018,Fall,HIST-1500,1,3.04
Classics,Australian Aboriginal History,2017,Fall,HIST-1500,1,3.2
Sociology,Australian Aboriginal History,2018,Fall,HIST-1500,1,3
Media Studies,Epidemics in Western Society Since 1600,2018,Fall,HIST-2700,2,3.1
History,Epidemics in Western Society Since 1600,2014,Fall,HIST-2700,5,2.856
Art,Epidemics in Western Society Since 1600,2015,Fall,HIST-2700,2,3.025
Urban Studie,Epidemics in Western Society Since 1600,2016,Fall,HIST-2700,1,3.01
Computer Science,Epidemics in Western Society Since 1600,2015,Fall,HIST-2700,1,3.05
History,Ethnic Relations in the US,2015,Fall,HIST-2800,9,3.138888889
Anthropology,Ethnic Relations in the US,2015,Fall,HIST-2800,2,3.255
Environment and Natural Resources,Ethnic Relations in the US,2014,Fall,HIST-2800,1,3.65
Anthropology,Ethnic Relations in the US,2016,Fall,HIST-2800,1,3.34
World Languages,Introduction to Ancient Egypt and Its Civilization,2015,Fall,HIST-5200,2,3.425
Music and Performing Arts,Introduction to Ancient Egypt and Its Civilization,2014,Fall,HIST-5200,1,3.26
Math,Introduction to Ancient Egypt and Its Civilization,2015,Fall,HIST-5200,1,2.96
Anthropology,Medicine and Public Health in American History,2014,Fall,HIST-6100,1,3
Anthropology,Medicine and Public Health in American History,2017,Fall,HIST-6100,1,2.88
Data Science,Rethinking Theory in Black Studies,2016,Fall,HIST-6600,1,3.47
History,Rethinking Theory in Black Studies,2014,Fall,HIST-6600,2,2.745
Environment and Natural Resources,Rethinking Theory in Black Studies,2014,Fall,HIST-6600,1,3.65
Health,Rethinking Theory in Black Studies,2015,Fall,HIST-6600,1,3.59
Architecture,The American Founders and Their World,2017,Fall,HIST-6900,1,3.18
Film,The American Founders and Their World,2017,Fall,HIST-6900,1,3.97
Film,The Civil War and Reconstruction Era 1845-1877,2017,Fall,HIST-7700,2,3.005
History,The Civil War and Reconstruction Era 1845-1877,2016,Fall,HIST-7700,7,3.261428571
Economics and Finance,The Civil War and Reconstruction Era 1845-1877,2016,Fall,HIST-7700,1,3.16
Classics,The Great War and Modern Philosophy,2017,Fall,HIST-8100,1,3.51
Math,The Great War and Modern Philosophy,2014,Fall,HIST-8100,1,3.29
Aeronautics,The Great War and Modern Philosophy,2015,Fall,HIST-8100,1,2.7
Astronomy,The Great War and Modern Philosophy,2015,Fall,HIST-8100,1,3.33
History,The Flowering of the Middle Ages,2015,Fall,HIST-8400,7,3.365714286
Literature,British and American Poetry: 1900 to the Present,2016,Fall,LITE-0400,6,3.015
Archaeology,British and American Poetry: 1900 to the Present,2014,Fall,LITE-0400,1,2.82
Biology,British and American Poetry: 1900 to the Present,2015,Fall,LITE-0400,1,3.26
Design,British and American Poetry: 1900 to the Present,2017,Fall,LITE-0400,1,3.84
Architecture,British and American Poetry: 1900 to the Present,2014,Fall,LITE-0400,1,3.42
Literature,Dracula,2020,Fall,LITE-1400,2,3.095
Art,Dracula,2017,Fall,LITE-1400,1,2.45
Film,Dracula,2015,Fall,LITE-1400,2,3.3
Data Science,Dracula,2018,Fall,LITE-1400,2,2.995
Sociology,Dracula,2018,Fall,LITE-1400,1,2.99
Classics,Dracula,2016,Fall,LITE-1400,1,2.63
Psychology and Neuroscience,Dracula,2019,Fall,LITE-1400,1,2.85
Math,Applied Linear Algebra,2019,Fall,MATH-0600,7,3.065714286
Sociology,Applied Linear Algebra,2014,Fall,MATH-0600,1,2.87
Music and Performing Arts,Applied Linear Algebra,2019,Fall,MATH-0600,1,2.87
Health,Applied Linear Algebra,2016,Fall,MATH-0600,1,3.44
Geography,Applied Linear Algebra,2015,Fall,MATH-0600,1,2.53
Design,Applied Linear Algebra,2017,Fall,MATH-0600,1,3.16
Personal Development,Introduction to Mathematical Thinking,2014,Fall,MATH-3700,1,3.06
Philosophy,Introduction to Mathematical Thinking,2016,Fall,MATH-3700,1,3.62
Physics,Linear Algebra,2018,Fall,MATH-3900,1,3.04
Political Science,Linear Algebra,2015,Fall,MATH-3900,1,3.7
Math,Linear Algebra,2019,Fall,MATH-3900,1,3.01
Media Studies,Linear Algebra,2018,Fall,MATH-3900,1,2.94
Aeronautics,Linear Algebra,2016,Fall,MATH-3900,1,3.04
Business,Linear Algebra,2018,Fall,MATH-3900,1,3.31
Personal Development,The Calculus Lifesaver,2016,Fall,MATH-7400,1,3.82
Urban Studie,The Calculus Lifesaver,2017,Fall,MATH-7400,4,3.24
Classics,The Calculus Lifesaver,2016,Fall,MATH-7400,1,4.05
World Languages,The Calculus Lifesaver,2015,Fall,MATH-7400,1,3.09
Anthropology,Epictetus' Enchiridion,2018,Fall,PHIL-3400,1,2.91
Law,Epictetus' Enchiridion,2017,Fall,PHIL-3400,1,2.67
Geography,Epictetus' Enchiridion,2015,Fall,PHIL-3400,1,2.95
Biology,Ethics an Introduction,2015,Fall,PHIL-3900,1,2.55
Anthropology,Ethics an Introduction,2017,Fall,PHIL-3900,1,2.85
Philosophy,Ethics an Introduction,2018,Fall,PHIL-3900,2,3.225
Aeronautics,Ethics an Introduction,2015,Fall,PHIL-3900,2,3.255
Data Science,Ethics an Introduction,2015,Fall,PHIL-3900,1,2.89
Psychology and Neuroscience,Ethics an Introduction,2015,Fall,PHIL-3900,1,3.14
Literature,Ethics an Introduction,2016,Fall,PHIL-3900,1,3.35
Aeronautics,Hegel: The Philosophy of History,2014,Fall,PHIL-5100,1,3.53
Biology,Hegel: The Philosophy of History,2016,Fall,PHIL-5100,1,3.26
Anthropology,Heidegger's Being and Time Division II,2015,Fall,PHIL-6000,2,3.16
Philosophy,Heidegger's Being and Time Division II,2016,Fall,PHIL-6000,2,3.08
Classics,Heidegger's Being and Time Division II,2016,Fall,PHIL-6000,1,2.63
History,Logic and Proofs,2014,Fall,PHIL-10200,1,3.18
Biology,Logic and Proofs,2017,Fall,PHIL-10200,1,3.13
Sociology,Logic and Proofs,2020,Fall,PHIL-10200,2,3.16
Computer Science,Logic and Proofs,2014,Fall,PHIL-10200,1,3.65
Archaeology,Logic and Proofs,2018,Fall,PHIL-10200,2,3.485
World Languages,Logic and Proofs,2014,Fall,PHIL-10200,1,3.06
Aeronautics,Professional Ethics,2014,Fall,PHIL-16400,1,3.58
Philosophy,Professional Ethics,2016,Fall,PHIL-16400,2,3.47
Architecture,Professional Ethics,2017,Fall,PHIL-16400,2,3.225
Philosophy,Professional Ethics,2015,Fall,PHIL-16400,4,3.215
Literature,Social and Political Philosophy (Economy),2018,Fall,PHIL-17100,1,4.19
Law,Social and Political Philosophy (Economy),2014,Fall,PHIL-17100,1,3.88
Political Science,Soren Kierkegaard,2016,Fall,PHIL-17600,1,2.97
Chemistry,Soren Kierkegaard,2014,Fall,PHIL-17600,1,3.26
Architecture,Soren Kierkegaard,2015,Fall,PHIL-17600,1,2.85
Geography,The Culture of the Self,2015,Fall,PHIL-18200,1,2.54
Archaeology,The Culture of the Self,2014,Fall,PHIL-18200,1,3.46
Environment and Natural Resources,The Culture of the Self,2016,Fall,PHIL-18200,1,2.96
Business,The Culture of the Self,2018,Fall,PHIL-18200,1,2.9
Geography,The Meaning of Life,2018,Fall,PHIL-18900,5,3.098
Urban Studie,The Meaning of Life,2014,Fall,PHIL-18900,1,2.92
Archaeology,The Meaning of Life,2014,Fall,PHIL-18900,1,3.11
Film,The Modern and the Postmodern (Part 1),2015,Fall,PHIL-19000,1,2.79
Philosophy,The Modern and the Postmodern (Part 1),2016,Fall,PHIL-19000,4,2.8725
Design,The Modern and the Postmodern (Part 1),2016,Fall,PHIL-19000,1,3.64
Urban Studie,Thucydides,2016,Fall,PHIL-20500,2,3.295
Philosophy,Xenophon's Oeconomicus,2014,Fall,PHIL-21200,4,3.5175
Chemistry,Xenophon's Oeconomicus,2014,Fall,PHIL-21200,1,3.69
Music and Performing Arts,Xenophon's Oeconomicus,2014,Fall,PHIL-21200,1,3.07
Communication,Xenophon's Oeconomicus,2014,Fall,PHIL-21200,1,3.02
Archaeology,Xenophon's Oeconomicus,2017,Fall,PHIL-21200,1,3.38
Physics,Electromagnetism and Optics,2016,Fall,PHYS-1500,6,3.271666667
Design,Electromagnetism and Optics,2016,Fall,PHYS-1500,1,4.28
Computer Science,Electromagnetism and Optics,2019,Fall,PHYS-1500,2,3.575
Architecture,Electromagnetism and Optics,2016,Fall,PHYS-1500,1,3.32
Aeronautics,Electromagnetism and Optics,2017,Fall,PHYS-1500,1,3.21
Archaeology,Electromagnetism and Optics,2018,Fall,PHYS-1500,1,2.81
Law,Electromagnetism and Optics,2017,Fall,PHYS-1500,1,2.42
Psychology and Neuroscience,Electromagnetism and Optics,2019,Fall,PHYS-1500,1,2.85
Physics,Modern Theoretical Physics: Classical Mechanics,2014,Fall,PHYS-3400,4,3.18
Film,Modern Theoretical Physics: Classical Mechanics,2015,Fall,PHYS-3400,1,3.25
Urban Studie,Modern Theoretical Physics: Classical Mechanics,2017,Fall,PHYS-3400,1,2.91
Engineering,Stars Galaxies and the Universe,2015,Fall,PHYS-7800,2,2.905
Geography,Universe or Multiverse,2015,Fall,PHYS-9800,1,3.09
History,Universe or Multiverse,2015,Fall,PHYS-9800,1,3
Physics,Wave Physics,2017,Fall,PHYS-9900,2,3.015
Archaeology,Wave Physics,2017,Fall,PHYS-9900,1,3.45
Political Science,The Past and Future of the Left,2015,Fall,POLI-3700,17,3.265294118
Chemistry,The Past and Future of the Left,2016,Fall,POLI-3700,3,3.41
Music and Performing Arts,The Past and Future of the Left,2017,Fall,POLI-3700,1,2.82
Physics,The Past and Future of the Left,2017,Fall,POLI-3700,1,3.02
Psychology and Neuroscience,Coding and Vision I,2020,Fall,PSYC-0900,5,3.17
Chemistry,Coding and Vision I,2014,Fall,PSYC-0900,1,2.61
Classics,Maps of Meaning (1996),2014,Fall,PSYC-4300,1,3.34
Psychology and Neuroscience,Maps of Meaning (1996),2015,Fall,PSYC-4300,9,3.131111111
Philosophy,Maps of Meaning (1996),2018,Fall,PSYC-4300,2,3.05
Political Science,Maps of Meaning (1996),2015,Fall,PSYC-4300,1,3.48
Math,Maps of Meaning (1996),2017,Fall,PSYC-4300,1,2.89
Architecture,Maps of Meaning (1996),2015,Fall,PSYC-4300,1,3.36
Psychology and Neuroscience,Maps of Meaning (1996),2019,Fall,PSYC-4300,2,3.055
Psychology and Neuroscience,Understanding the Brain: The Neurobiology of Everyday Life,2014,Fall,PSYC-8300,12,3.035
Psychology and Neuroscience,Understanding the Brain: The Neurobiology of Everyday Life,2015,Fall,PSYC-8300,12,3.094166667
Design,Understanding the Brain: The Neurobiology of Everyday Life,2017,Fall,PSYC-8300,1,4.09
Environment and Natural Resources,Understanding the Brain: The Neurobiology of Everyday Life,2014,Fall,PSYC-8300,1,3.65
Law,Understanding the Brain: The Neurobiology of Everyday Life,2015,Fall,PSYC-8300,1,3.05
World Languages,Intermediate Chinese Reader,2014,Fall,WORL-1100,10,3.019
Geography,Intermediate Chinese Reader,2015,Fall,WORL-1100,1,2.54
Astronomy,Intermediate Chinese Reader,2015,Fall,WORL-1100,1,3.26
Political Science,Intermediate Chinese Reader,2019,Fall,WORL-1100,2,3.36
Environment and Natural Resources,Intermediate Chinese Reader,2019,Fall,WORL-1100,1,3.34
Writing,Intermediate Chinese Reader,2016,Fall,WORL-1100,1,3.59
Economics and Finance,Intermediate Chinese Reader,2017,Fall,WORL-1100,1,2.97
Architecture,Intermediate Chinese Reader,2015,Fall,WORL-1100,1,3.17
Archaeology,Space Flight Mechanics,2017,Fall,AERO-0200,1,3.4
Design,Space Flight Mechanics,2018,Fall,AERO-0200,2,3.3
Media Studies,Space Flight Mechanics,2014,Fall,AERO-0200,1,3.53
Classics,Space Flight Mechanics,2014,Fall,AERO-0200,1,3.21
Urban Studie,Algorithm Design and Analysis,2016,Fall,COMP-0600,3,3.04
Music and Performing Arts,Algorithm Design and Analysis,2014,Fall,COMP-0600,1,3.15
History,Algorithm Design and Analysis,2019,Fall,COMP-0600,1,3.22
Design,Algorithm Design and Analysis,2016,Fall,COMP-0600,1,4.13
Economics and Finance,Algorithm Design and Analysis,2019,Fall,COMP-0600,1,3.09
Computer Science,Building Dynamic Web Sites,2017,Fall,COMP-2600,6,3.298333333
Communication,Building Dynamic Web Sites,2015,Fall,COMP-2600,2,3.19
Astronomy,Building Dynamic Web Sites,2016,Fall,COMP-2600,1,3.07
Art,Computational Camera and Photography,2016,Fall,COMP-3200,1,3.83
